
 num     #instances         #bytes  class name
 390:            23            552  java.util.concurrent.atomic.AtomicLong
 391:             7            544  [Ljava.lang.Thread;
 392:            17            544  java.net.Inet6Address
 393:            17            544  java.net.Inet6Address$Inet6AddressHolder
 394:            17            544  java.util.concurrent.SynchronousQueue$TransferStack$SNode
 395:            17            544  sun.reflect.generics.repository.ClassRepository
 396:             1            528  [Ljava.lang.Character;
 397:             1            528  [Ljava.util.TimerTask;
 398:            33            528  sun.security.x509.CertificatePolicyId
 399:            10            520  [Ljava.util.regex.Pattern$Node;
 400:            13            520  com.sun.jmx.mbeanserver.PerInterface
 401:            13            520  java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle
 402:            25            512  [Lsun.reflect.generics.tree.FormalTypeParameter;
 403:            16            512  io.netty.util.concurrent.DefaultPromise
 404:            16            512  java.lang.invoke.BoundMethodHandle$Species_L
 405:            16            512  sun.security.ssl.CipherSuite$KeyExchange
 406:            21            504  org.bson.BsonType
 407:            21            504  sun.security.x509.Extension
 408:            20            480  [Ljavax.management.MBeanParameterInfo;
 409:            12            480  java.lang.reflect.InvocationTargetException
 410:            30            480  java.util.HashMap$KeySet
 411:            15            480  java.util.zip.ZipCoder
 412:            10            480  javax.management.Notification
 413:            20            480  javax.management.openmbean.TabularDataSupport
 414:            12            480  sun.security.ec.ECPublicKeyImpl
 415:            29            464  java.util.concurrent.atomic.AtomicBoolean
 416:             6            456  [Lsun.invoke.util.Wrapper;
 417:            19            456  java.util.Locale$LocaleKey
 418:            19            456  sun.reflect.generics.tree.FormalTypeParameter
 419:             8            448  javax.management.openmbean.OpenMBeanParameterInfoSupport
 420:            14            448  sun.security.ssl.SignatureAndHashAlgorithm
 421:             1            432  [[[C
 422:             9            432  com.fasterxml.jackson.databind.introspect.BasicBeanDescription
 423:            27            432  java.security.spec.ECFieldFp
 424:            18            432  java.text.DateFormat$Field
 425:             9            432  java.util.concurrent.ThreadPoolExecutor$Worker
 426:             9            432  java.util.zip.Inflater
 427:            18            432  org.bson.BsonElement
 428:            18            432  sun.reflect.generics.scope.ClassScope
 429:             6            416  [Lio.netty.buffer.PoolThreadCache$MemoryRegionCache;
 430:            13            416  com.fasterxml.jackson.databind.introspect.AnnotatedConstructor
 431:            13            416  java.lang.invoke.SimpleMethodHandle
 432:            13            416  java.util.ArrayList$Itr
 433:            26            416  java.util.concurrent.atomic.AtomicReference
 434:             3            408  io.netty.util.internal.InternalThreadLocalMap
 435:            17            408  java.io.ObjectStreamClass$ExceptionInfo
 436:            17            408  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject
 437:            17            408  sun.reflect.generics.tree.ClassSignature
 438:            10            400  java.lang.invoke.DirectMethodHandle$Accessor
 439:             7            392  java.lang.invoke.LambdaFormEditor$Transform
 440:            16            384  com.mongodb.connection.ByteBufferBsonOutput$BufferPositionPair
 441:             1            384  io.netty.util.concurrent.FastThreadLocalThread
 442:             1            384  java.lang.ref.Finalizer$FinalizerThread
 443:            12            384  java.security.AlgorithmParameters
 444:            12            384  java.util.ResourceBundle$LoaderReference
 445:             1            384  java.util.TimerThread
 446:             1            384  java.util.logging.LogManager$Cleaner
 447:            16            384  sun.nio.ch.OptionKey
 448:            16            384  sun.nio.ch.SocketOptionRegistry$RegistryKey
 449:            12            384  sun.security.x509.NetscapeCertTypeExtension
 450:            12            384  sun.security.x509.SubjectAlternativeNameExtension
 451:            17            376  [Lsun.reflect.generics.tree.ClassTypeSignature;
 452:             1            376  java.lang.ref.Reference$ReferenceHandler
 453:            17            368  [Ljavax.management.MBeanNotificationInfo;
 454:             5            360  io.vertx.core.impl.EventLoopContext
 455:            15            360  java.lang.invoke.Invokers
 456:            15            360  java.util.BitSet
 457:            15            360  java.util.regex.Pattern$Ctype
 458:            15            360  javax.management.StandardMBean
 459:            15            360  sun.reflect.annotation.AnnotationInvocationHandler
 460:            14            352  [Lcom.fasterxml.jackson.databind.introspect.AnnotationMap;
 461:            11            352  com.fasterxml.jackson.core.JsonParser$Feature
 462:            22            352  io.vertx.core.logging.JULLogDelegate
 463:            22            352  io.vertx.core.logging.Logger
 464:             7            336  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CompositeMapping
 465:            14            336  com.sun.jmx.remote.util.ClassLogger
 466:            14            336  java.lang.RuntimePermission
 467:            14            336  java.lang.ThreadLocal$ThreadLocalMap
 468:            14            336  java.lang.invoke.LambdaFormEditor$Transform$Kind
 469:            14            336  java.lang.management.ManagementPermission
 470:             6            336  java.nio.DirectLongBufferU
 471:            14            336  java.util.regex.Pattern$GroupTail
 472:             6            336  sun.management.MemoryPoolImpl
 473:            16            328  [Ljava.lang.management.PlatformComponent;
 474:            10            320  com.fasterxml.jackson.core.JsonGenerator$Feature
 475:            10            320  io.vertx.core.impl.OrderedExecutorFactory$OrderedExecutor
 476:             5            320  io.vertx.core.net.impl.SSLHelper
 477:            10            320  java.io.File
 478:            10            320  java.lang.OutOfMemoryError
 479:             5            320  java.text.DateFormatSymbols
 480:             5            320  java.text.DecimalFormatSymbols
 481:            20            320  java.util.concurrent.CountDownLatch
 482:            10            320  java.util.regex.Pattern$Branch
 483:            20            320  sun.reflect.generics.tree.TypeVariableSignature
 484:             8            320  sun.rmi.transport.tcp.TCPEndpoint
 485:             8            320  sun.security.ssl.SignatureAndHashAlgorithm$HashAlgorithm
 486:             3            312  io.netty.channel.socket.nio.NioServerSocketChannel
 487:            13            312  java.util.regex.Pattern$GroupHead
 488:            13            312  sun.nio.ch.Invoker$GroupAndInvokeCount
